   168  103
   316   99
   427   99
   536   99
   554  172
   241   99
   155  127
   191  150
   245  148
   289  142
   289  200
   230  206
   232  230
   276  232
   276  267
   168  267
   168  304
   575  207
   631  206
   660  165
   685  207
   711  125
   726   99
   782   83
   847   79
   849  127
   907  166
   907  194
   940  185
   955  230
   953  276
   972  295
   968  390
   955  390
   955  530
   968  558
   981  584
   985  612
  1000  657
  1000  679
   985  690
   981  735
  1000  770
   968  769
   940  769
   940  787
   920  789
   892  860
   879  839
   798  841
   705  862
   621  862
   558  862
   558  806
   444  810
   446  774
   308  772
   310  750
   232  752
   232  772
   185  770
   185  793
   168  791
   172  752
   107  752
    92  729
    94  709
    77  621
    64  605
    60  547
   138  304
   137  329
   107  345
    94  345
    94  373
    79  388
    79  446
    73  506
   211  122
   355  122
   498  146
   455  146
   444  180
   483  180
   524  178
   319  170
   547  202
   735  206
   778  209
   813  206
   824  166
   759  166
   798  138
   823   99
   709  174
   427  247
   472  245
   424  282
   427  319
   215  303
   263  332
   189  334
   165  370
   204  398
   267  392
   247  427
   250  476
   198  504
   131  502
   105  550
   112  595
   172  580
   297  541
   349  465
   345  523
   414  517
   297  575
   299  502
   248  558
   245  623
   198  621
   228  675
   178  674
   329  672
   306  711
   247  715
   176  713
   414  657
   353  692
   394  711
   366  733
   358  767
   463  729
   493  772
   528  804
   640  726
   614  793
   672  787
   558  726
   953  634
   912  679
   961  668
   927  724
   895  757
   854  810
   772  806
   726  735
   927  480
   804  476
   791  569
   718  476
   653  427
   606  426
   588  470
   660  636
   627  690
   582  634
   524  618
   765  627
   696  688
   847  606
   759  696
   873  491
   892  375
   961  336
   903  245
   873  312
   821  392
   834  295
   795  252
   798  312
   789  360
   703  245
   739  299
   640  299
   567  301
   606  269
   521  241
   608  336
   627  383
   631  472
   700  426
   537  541
   301  455
   498  521
   515  478
   440  478
   385  321
   921  612
   856  362
   685  841
   588  368
   429  416
   811  647
   720  375
   573  532
   282  668
   398  558
   522  575
   685  262
   483  325
   355  189
   120  448
   207  446
   248  511
   446  388
   485  388
   459  455
   388  441
   429  454
   220  267
   890  427
   614  707
   834  782
   851  219
   614  575
   340  235
   659  336
   424  543
   593  845
   933  336
   541  843
   207  724
   146  726
   301  638
   912  399
   739  247
   765  373
   769  284
   724  575
   401  431
